pr_number,merged_at,author,title
30812,2024-08-28T22:59:29Z,josephsavona,[compiler] Wrap ReactiveScopeDep path tokens in object
30811,2024-08-28T22:59:28Z,josephsavona,[compiler] Stop reusing ScopeDep type in AnalyzeFunctions
30821,2024-08-27T17:12:21Z,mvitousek,[compiler] Track refs through object expressions and property lookups
30820,2024-08-27T17:12:10Z,mvitousek,[compiler] Fixture to demonstrate issue with returning object containing ref
30419,2024-08-27T17:10:37Z,sebmarkbage,Spawn new task if we hit stack overflow
30822,2024-08-27T16:05:48Z,sebmarkbage,[DevTools] Reconcile Fibers Against Previous Children Instances
30818,2024-08-27T16:05:24Z,sebmarkbage,[DevTools] Remove findCurrentFiberUsingSlowPathByFiberInstance
30817,2024-08-27T16:05:10Z,sebmarkbage,[DevTools] Track Tree Base Duration of Virtual Instances
29210,2024-08-27T02:06:02Z,rickhanlonii,Enable suspenseCallback on React Native
30798,2024-08-27T00:50:43Z,sebmarkbage,[DevTools] Use Owner Stacks to Implement View Source of a Server Component
30806,2024-08-26T17:16:05Z,poteto,[ez] Remove trailing space from babel-refresh header
30786,2024-08-26T15:53:17Z,sebmarkbage,[DevTools] Make function inspection instant
30797,2024-08-23T22:24:56Z,josephsavona,[compiler] Special-case phi inference for mixed readonly type
30796,2024-08-23T22:24:54Z,josephsavona,"[compiler] Infer phi types, extend mutable ranges to account for Store effects"
30795,2024-08-23T22:24:52Z,josephsavona,"[compiler] Remove phi type, infer phi.id.type"
30794,2024-08-23T22:24:49Z,josephsavona,[compiler] Typedefs for Array.prototype.flatMap
30793,2024-08-23T22:24:47Z,josephsavona,[compiler] Repros for missing memoization due to lack of phi type inference
30759,2024-08-23T16:30:08Z,acdlite,Fix: Synchronous popstate transitions
30792,2024-08-22T19:04:41Z,poteto,"Revert ""[compiler][eslint] remove compilationMode override; report bailouts on first line"""
30778,2024-08-22T16:36:05Z,sebmarkbage,[Flight] Preserve location of bound server actions
30769,2024-08-22T16:35:50Z,sebmarkbage,[DevTools] Make Functions Clickable to Jump to Definition
30763,2024-08-22T16:35:17Z,sebmarkbage,[Flight] Enable Server Action Source Maps in flight-esm Fixture
30758,2024-08-22T16:34:48Z,sebmarkbage,[Flight ESM] Wire up Source Maps in the flight-esm fixture
30790,2024-08-22T16:33:26Z,josephsavona,[compiler] Flatten returnIdentifier to just returnType
30789,2024-08-22T16:33:24Z,josephsavona,[compiler] Rename HIRFunction.returnType
30785,2024-08-22T16:33:22Z,josephsavona,[compiler] Infer return types of function expressions
30784,2024-08-22T16:33:20Z,josephsavona,[compiler] Add returnIdentifier to function expressions
30783,2024-08-22T16:33:17Z,josephsavona,[compiler] Repro of missing memoization due to capturing w/o mutation
30771,2024-08-22T16:33:16Z,josephsavona,[compiler] Environment option for resolving imported module types
30766,2024-08-22T16:33:14Z,josephsavona,"[compiler] Transitively freezing functions marks values as frozen, not effects"
30764,2024-08-22T16:33:12Z,josephsavona,[compiler] Repro for missing memoization due to inferred mutation
30761,2024-08-22T14:17:19Z,acdlite,Feature flag: enableSiblingPrerendering
30779,2024-08-21T22:17:29Z,sebmarkbage,[DevTools] Support REACT_LEGACY_ELEMENT_TYPE for formatting JSX
30775,2024-08-21T15:49:04Z,poteto,[ez] Add @noformat etc headers into some files
30770,2024-08-21T14:55:56Z,gnoff,[Fizz] use microtasks rather than tasks when scheduling work while prerendering
30756,2024-08-21T13:58:32Z,sebmarkbage,Remove turbopack unbundled/register/loader
30768,2024-08-21T04:43:21Z,gnoff,[Flight] use microtask for scheduling during prerenders
30760,2024-08-20T20:40:01Z,acdlite,Test infra: Support gate('enableFeatureFlag')
30732,2024-08-20T20:30:52Z,gnoff,[Fizz][Static] when aborting a prerender halt unfinished boundaries instead of erroring
30757,2024-08-20T20:12:23Z,eps1lon,Ensure `react-dom/client` is built in Codesandbox preview builds
30750,2024-08-20T17:22:40Z,gnoff, [Flight] When halting omit any reference rather than refer to a shared missing chunk
30751,2024-08-20T16:49:41Z,gnoff,[Fizz] track postpones when aborting boundaries with a postpone
30753,2024-08-20T16:38:29Z,poteto,[flow] Remove CI_MAX_WORKERS option
30740,2024-08-20T02:34:20Z,gnoff,[Flight] model halting as never delivered chunks
30748,2024-08-19T20:34:38Z,sebmarkbage,[Flight] Revert Emit Infinite Promise as a Halted Row (#30746)
30746,2024-08-19T19:02:41Z,sebmarkbage,[Flight] Emit Infinite Promise as a Halted Row
30747,2024-08-19T18:51:22Z,sebmarkbage,[Flight] Rename Chunk constructor to ReactPromise
30731,2024-08-19T18:24:41Z,gnoff,[Flight] model halted references explicitly
30725,2024-08-19T18:24:26Z,josephsavona,[compiler] Validate against JSX in try statements
30741,2024-08-18T16:31:45Z,sebmarkbage,[Flight] Source Map Server Actions to their Server Location
30730,2024-08-17T01:29:18Z,gnoff,[Fizz] handle throwing after abort during render
30726,2024-08-17T00:05:06Z,josephsavona,[compiler] Validate environment config while parsing plugin opts
30717,2024-08-16T23:52:12Z,sebmarkbage,[DevTools] Find owners from the parent path that matches the Fiber or ReactComponentInfo
30721,2024-08-16T22:12:08Z,poteto,[compiler] Surface unused opt out directives in eslint
30720,2024-08-16T22:12:07Z,poteto,[compiler] Run compiler pipeline on 'use no forget'
30705,2024-08-16T21:21:57Z,gnoff,[Flight][Static] Implement halting a prerender behind enableHalt
30722,2024-08-16T19:08:20Z,eps1lon,[Fax] Make `react-markup` publishable via scripts
30716,2024-08-16T17:27:57Z,mvitousek,[compiler] Make ref enforcement on by default
30724,2024-08-16T17:27:50Z,mvitousek,[compiler] Allow functions containing refs to be returned
30723,2024-08-16T17:27:44Z,mvitousek,[compiler] Reposition ref-in-render errors to the read location of .current
30715,2024-08-16T17:27:38Z,mvitousek,[compiler] Don't error on ref-in-render on StartMemoize
30714,2024-08-16T17:27:32Z,mvitousek,[compiler] Fixture to show ref-in-render enforcement issue with useCallback
30713,2024-08-16T17:27:26Z,mvitousek,[compiler] Exclude refs and ref values from having mutable ranges
30719,2024-08-16T16:53:52Z,SamChou19815,[flow] Eliminate a few React.Element type that will be synced to react-native
30686,2024-08-15T21:28:28Z,gnoff,[Flight] Implement prerender
30697,2024-08-15T19:00:40Z,mvitousek,[compiler] Support for member expression inc/decrement
30699,2024-08-15T18:27:41Z,mvitousek,[compiler] Allow hoisting of destructured variable declarations
30703,2024-08-15T15:04:54Z,sebmarkbage,"[Flight/DevTools] Pass the Server Component's ""key"" as Part of the ReactComponentInfo"
30685,2024-08-15T14:38:26Z,josephsavona,[compiler] Off-by-default validation against setState directly in passive effect
30690,2024-08-15T06:50:56Z,eps1lon,Publish `experimental_renderToHTML`
30702,2024-08-15T01:10:40Z,gnoff,[Flight] reorganize code for forked entrypoints
30662,2024-08-14T21:45:49Z,poteto,[fresh] Add failing test for useMemoCache reset case
30696,2024-08-14T19:48:05Z,sebmarkbage,[DevTools] Hide props section if it is null
30681,2024-08-14T17:54:43Z,mvitousek,[compiler] Support for useTransition
30679,2024-08-14T17:54:41Z,mvitousek,[compiler] Recognize that refs are stable
30689,2024-08-14T17:35:16Z,eps1lon,Rename `renderToMarkup` to `renderToHTML`
30688,2024-08-14T17:22:44Z,eps1lon,Move `react-html` to `react-markup`
30684,2024-08-14T15:16:51Z,sebmarkbage,[DevTools] Support Server Components in Tree
30692,2024-08-14T15:04:42Z,jackpope,Fix unstable_useContextWithBailout dispatcher assignment
30676,2024-08-14T12:35:06Z,hoxyq,fix[react-devtools/InspectedElement]: fixed border stylings when some of the panels are not rendered
30683,2024-08-14T03:59:45Z,gnoff,[Flight] do not emit error after abort
30678,2024-08-13T20:57:48Z,mvitousek,[compiler] Reordering of logical expressions
30675,2024-08-13T20:42:10Z,gnoff,[Flight] erroring after abort should not result in unhandled rejection
30674,2024-08-13T20:35:59Z,mvitousek,[compiler] Allow lets to be hoisted
30668,2024-08-13T19:18:34Z,sebmarkbage,[DevTools] Compute new reordered child set from the instance tree
30665,2024-08-13T19:18:24Z,sebmarkbage,[DevTools] Unmount instance by walking the instance tree instead of the fiber tree
30673,2024-08-13T15:31:44Z,jackpope,Fix unstable_useContextWithBailout incorrect dispatcher assignment
30669,2024-08-12T23:32:40Z,yungsters,Unit Test for `findNodeHandle` Error Behavior
30591,2024-08-12T19:56:12Z,mvitousek,[compiler][ez] Enable some sprout tests that no longer need to be disabled
30589,2024-08-12T19:56:06Z,mvitousek,[compiler] Allow macro methods
30554,2024-08-12T19:41:25Z,mvitousek,[compiler] Promote temporaries when necessary to prevent codegen reordering over side-effectful operations
30666,2024-08-12T18:41:14Z,poteto,[compiler] Publish to latest tag
30658,2024-08-12T16:41:30Z,sebmarkbage,[DevTools] Further Refactoring of Unmounts
30657,2024-08-12T16:32:55Z,sebmarkbage,[DevTools] Remove lodash.throttle
30644,2024-08-12T04:35:43Z,sebmarkbage,[DevTools] Unmount by walking previous nodes no longer in the new tree
30652,2024-08-09T22:19:10Z,mofeiZ,[compiler] Patch error reporting for blocklisted imports
30592,2024-08-09T21:53:54Z,josephsavona,Punctuation & correcting spelling mistakes
30633,2024-08-09T21:11:07Z,josephsavona,[compiler][be] Remove completed todo comment
30632,2024-08-09T21:11:04Z,josephsavona,[compiler][be] Cleanup class naming in PromoteUsedTemporaries
30651,2024-08-09T17:21:25Z,kassens,[ci] fix path in compiler_typescript.yml
30643,2024-08-09T16:10:08Z,mofeiZ,[compiler][ez] Option to bail out on blocklisted imports
30641,2024-08-09T16:10:04Z,mofeiZ,"[compiler][ez] Add types for Math.min, recursive global"
30639,2024-08-08T16:42:45Z,kassens,[compiler] remove duplicate root files
30628,2024-08-08T14:53:17Z,gsathya,[compiler] Add context callee import if required
30612,2024-08-08T14:53:16Z,gsathya,[compiler] Rewrite useContext callee
30631,2024-08-08T05:07:04Z,josephsavona,[compiler] Replace `for...in` with `for...of` for array of strings
30603,2024-08-08T01:58:07Z,mofeiZ,[compiler] Patch ValidatePreserveMemo to bailout correctly for refs
30630,2024-08-08T01:58:06Z,mofeiZ,[compiler] Remove transitive memo check in validatePreserveMemo
30629,2024-08-08T01:58:03Z,mofeiZ,[compiler][repro] False positives for ValidatePreserveMemo
30602,2024-08-08T01:58:01Z,mofeiZ,[compiler][repro] ValidatePreserveMemo x useRef bug
30601,2024-08-08T01:57:59Z,mofeiZ,[compiler][be] Less ambiguous error messages for validateMemo bailout
30548,2024-08-07T15:30:14Z,gsathya,[compiler] Add lowerContextAccess pass
30622,2024-08-07T07:34:59Z,mvitousek,[compiler][ez] Default to using flow suppressions
30620,2024-08-06T21:27:30Z,poteto,[ci] Fix incorrect tags being pushed for compiler releases
30619,2024-08-06T19:35:40Z,poteto,[ci] Fix dist-tag command
30618,2024-08-06T19:12:06Z,poteto,[final] Actually publish packages to npm
30573,2024-08-06T19:02:55Z,josephsavona,[compiler] Stay in SSA form through entire pipeline
30569,2024-08-06T19:02:53Z,josephsavona,[compiler] Add Identifier.declarationId
30617,2024-08-06T18:59:22Z,poteto,[ci] Make compiler publish script runnable
30614,2024-08-06T18:48:38Z,poteto,[compiler] Refactor release script
30613,2024-08-06T18:48:37Z,poteto,[compiler] Remove sleep in manual release script
30616,2024-08-06T18:48:36Z,poteto,Fix rust lints
30609,2024-08-06T18:43:10Z,poteto,[CI] fix the shared_lint cached key
30598,2024-08-06T15:06:14Z,kassens,Replace NodeJS 21 with 22 in devEngines field
30585,2024-08-06T14:30:03Z,gsathya,[compiler] Refactor createTemporaryPlace
30595,2024-08-05T15:25:05Z,kassens,Remove flag enableUseDeferredValueInitialArg
30593,2024-08-05T14:11:39Z,kassens,Fix typos in Turbopack configuration and in Node.js loader error messages
30579,2024-08-05T06:53:08Z,hoxyq,chore[packages/react-devtools]: remove unused index.js
30588,2024-08-03T00:08:08Z,sebmarkbage,[Flight] Warn for keyless fragments in an array
30590,2024-08-02T23:22:39Z,sebmarkbage,[DevTools] Track DOM nodes to Fiber map for HostHoistable Resources
30587,2024-08-02T21:55:58Z,mvitousek,[compiler] Fix issue with macro arguments being outlined
30586,2024-08-02T21:53:17Z,sebmarkbage,[DevTools] Rename mountFiberRecursively/updateFiberRecursively
30584,2024-08-02T21:04:27Z,sebmarkbage,[DevTools] Allow Highlighting/Inspect HostSingletons/Hoistables and Resources
30576,2024-08-02T19:24:45Z,mvitousek,[compiler] Allow global mutation effects in arguments passed to hooks and in return values
30547,2024-08-02T17:13:58Z,gsathya,[compiler] Add flag for lowering context access
30546,2024-08-02T17:13:56Z,gsathya,[compiler] Add typing for useContext hook
30545,2024-08-02T17:13:55Z,gsathya,[compiler] Refactor makeTemporary outside HIRBuilder
30544,2024-08-02T17:13:54Z,gsathya,[compiler] Simplify FunctionExpression node
30583,2024-08-02T17:06:11Z,josephsavona,[compiler] Validate against setState in useMemo (resubmit of #30552)
27647,2024-08-01T19:11:20Z,kassens,Cloned flag to avoid extra clones in persistent renderer
30560,2024-08-01T15:34:38Z,sebmarkbage,[DevTools] Enable pointEvents while scrolling
30555,2024-08-01T15:04:57Z,sebmarkbage,[DevTools] Make Element Inspection Feel Snappy
28728,2024-08-01T08:55:54Z,eps1lon,[Devtools] Ensure initial read of `useFormStatus` returns `NotPendingTransition`
30540,2024-07-31T18:11:10Z,mvitousek,[compiler] More complete validation against locals being reassigned after render
30541,2024-07-31T15:33:44Z,gnoff,[Fizz] Update postpone abort semantics when prerendering
30542,2024-07-31T14:07:17Z,sebmarkbage,[DevTools] Track the parent DevToolsInstance while mounting a tree
30534,2024-07-31T13:02:37Z,eps1lon,Build all bundles required by flight fixture with `build-for-flight-dev`
30473,2024-07-31T11:56:16Z,sebmarkbage,[Flight] Enable owner stacks on the client when replaying logs
30516,2024-07-30T22:31:31Z,jackpope,Set enableLazyContextPropagation to dynamic on RN
30538,2024-07-30T21:06:16Z,gaearon,Remove RefreshRuntime.findAffectedHostInstances
30537,2024-07-30T21:05:25Z,poteto,[compiler] Visit nested scopes in pruned scopes in PromoteUsedTemporaries
30536,2024-07-30T20:32:14Z,mofeiZ,[compiler][repro] JSX tag local variable is named lowercase
30535,2024-07-30T20:32:13Z,mofeiZ,[compiler][repro] fixtures for fbt plural and macro bugs
30524,2024-07-30T20:32:12Z,mofeiZ,[compiler] Bail out on local variables named 'fbt'
30523,2024-07-30T20:32:11Z,mofeiZ,[compiler][repro] Fbt local var incompatibility repro
30528,2024-07-30T19:31:32Z,eps1lon,Assign resolved outlined props to element object (and not only tuple)
30517,2024-07-30T19:15:45Z,sebmarkbage,[DevTools] Add DevToolsInstance to Store Stateful Information
30522,2024-07-30T19:03:54Z,sebmarkbage,[Fiber] Make DevTools Config use Static Injection
30494,2024-07-30T18:57:26Z,sebmarkbage,"[DevTools] Implement ""best renderer"" by taking the inner most matched node"
30425,2024-07-30T18:23:43Z,kassens,Enable prettier for some blocklisted fixtures with invalid GraphQL
30531,2024-07-30T15:54:53Z,poteto,[ci] Fix incorrect polling
30530,2024-07-30T15:54:52Z,poteto,[ci] Read node version from .nvmrc instead of hardcoding
30529,2024-07-30T15:54:50Z,poteto,[ci] Make some workflows dispatchable
30518,2024-07-30T14:57:37Z,poteto,[rfc] Delete devtools_check_repro workflow
30491,2024-07-30T13:12:13Z,sebmarkbage,[DevTools] Rename NativeElement to HostInstance in the Bridge
30519,2024-07-30T00:05:14Z,sebmarkbage,[Fiber/DevTools] Stop injecting findHostInstanceByFiber
30515,2024-07-29T23:18:13Z,poteto,[ci] Add polling to download-build-artifacts
30510,2024-07-29T23:18:12Z,poteto,[ci] Deprecate yarn publish-prereleases
30509,2024-07-29T23:18:11Z,poteto,[ci] Cleanup more references to circleci
30508,2024-07-29T23:18:09Z,poteto,[ci] Cleanup --ci flag
30507,2024-07-29T23:18:08Z,poteto,[ci] Rename scripts/circleci to scripts/ci
30506,2024-07-29T23:18:06Z,poteto,[ci] Cleanup forked build files
30513,2024-07-29T22:38:55Z,kassens,[RN] experiment to move Fabric completeWork to the commit phase
30512,2024-07-29T21:36:45Z,poteto,[ci] Override actions/cache default timeout
30514,2024-07-29T20:50:28Z,jackpope,Update enableLazyContextPropagation flag
30488,2024-07-29T20:18:15Z,gnoff,[Fizz] Allow aborting during render
30511,2024-07-29T20:16:11Z,poteto,[ci] Temporarily always build from source for codesandbox
30490,2024-07-29T18:29:52Z,sebmarkbage,[DevTools] Rename Fiber to Element in the Bridge Protocol and RendererInterface
30504,2024-07-29T18:27:23Z,poteto,[ci] Fix passing secrets to runtime_prereleases
30497,2024-07-29T18:09:54Z,gnoff,[Fizz] Don't perform work when closing
30502,2024-07-29T17:26:17Z,poteto,[ez] Remove circleci badge from readme
30471,2024-07-29T17:18:52Z,mofeiZ,[compiler] patch: retain UpdateExpression for globals
30470,2024-07-29T17:18:50Z,mofeiZ,[compiler] Repro: updates to globals should be retained
30437,2024-07-29T17:18:48Z,mofeiZ,[compiler] Todo for fbt with multiple pronoun/plural
30432,2024-07-29T17:18:47Z,mofeiZ,[compiler][repro] Test fixture for fbt plural bug
30501,2024-07-29T17:04:05Z,poteto,"[ci] Remove references to CIRCLE_NODE_{TOTAL,INDEX}"
30500,2024-07-29T17:04:04Z,poteto,[ci] Remove jestSequencer
30499,2024-07-29T17:04:03Z,poteto,[ci] Fix ci prep script
30498,2024-07-29T16:37:08Z,poteto,[ci] Fix prereleases reusable workflow
30496,2024-07-29T15:29:33Z,poteto,[ci] Delete .circleci
30495,2024-07-29T15:29:31Z,poteto,[ci] Add prerelease workflows to GH actions
30483,2024-07-26T21:06:47Z,gnoff,[Fizz] Prerender fallbacks before children
30486,2024-07-26T19:15:02Z,poteto,[ci] Fix invalid username and email in synthetic commit
30485,2024-07-26T18:57:55Z,poteto,[ci] Update prepare-release-from-ci to dl from GH
30484,2024-07-26T18:57:54Z,poteto,[ci] Refactor download-build-artifacts
30407,2024-07-26T18:38:24Z,jackpope,Add unstable context bailout for profiling
30475,2024-07-26T16:56:39Z,poteto,[compiler] Add git info to `package.json` files in compiler packages
30480,2024-07-26T15:58:23Z,poteto,[circleci] Remove build_and_test workflow
30479,2024-07-26T15:58:22Z,poteto,[ci] Update runtime_commit_artifacts step versions
30477,2024-07-26T15:34:29Z,poteto,[ci] Unfork runtime_commit_artifacts
30476,2024-07-26T15:34:28Z,poteto,[ci] Add commit steps to new runtime_commit_artifacts_v2
30351,2024-07-25T22:46:45Z,gnoff,[Fiber] use srcset to trigger load even on img mount
30472,2024-07-25T22:09:34Z,poteto,[ci] Temporary fork runtime_commit_artifacts
30468,2024-07-25T21:27:42Z,poteto,[ci] Remove devtools_regression_tests workflow from circleci
30406,2024-07-25T21:27:40Z,poteto,[ci] Add devtools regression workflow
30467,2024-07-25T21:09:14Z,poteto,[ci] Cleanup run_devtools_e2e_tests
30466,2024-07-25T19:38:23Z,poteto,[compiler] Make inserting outlined functions more resilient
30465,2024-07-25T19:38:21Z,poteto,[compiler] Add repro for outlining in non VarDecls
30464,2024-07-25T19:38:20Z,poteto,[compiler] Always emit FuncDecl for outlined functions
30456,2024-07-25T16:47:23Z,gsathya,[compiler] Add tests for incorrect global mutation detection
30461,2024-07-25T16:32:16Z,sebmarkbage,Switch to binding the console with badging instead of calling it directly
30445,2024-07-25T15:59:50Z,jackpope,Remove allowConcurrentByDefault flag
30455,2024-07-25T15:46:58Z,sebmarkbage,Configure the requested environment and annotate tasks at boundary between environments
30452,2024-07-25T15:14:24Z,sebmarkbage,[Flight] Include environment name both in the virtual URL and findSourceMapURL
30447,2024-07-25T14:50:56Z,sebmarkbage,[Flight] Add filterStackFrame options to the RSC Server
30450,2024-07-25T11:44:57Z,jackpope,Fix existing usage of names/type in build command
30441,2024-07-24T23:34:41Z,sebmarkbage,Fix resolving of references to deduped props in lazy elements
30449,2024-07-24T21:45:22Z,sebmarkbage,Use brackets instead of parenthesis in empty name eval
30446,2024-07-24T20:02:32Z,poteto,[compiler] Correctly insert (Arrow)FunctionExpressions
30443,2024-07-24T20:02:31Z,poteto,[compiler] Repro for outlining bug in funcexprs
30396,2024-07-24T18:02:21Z,eps1lon,[Flight] Allow parens in filenames when parsing stackframes
30438,2024-07-24T17:01:07Z,sebmarkbage,Stop filtering owner stacks
30426,2024-07-24T14:59:40Z,kassens,[BE] enable prettier for flow fixtures
30436,2024-07-24T14:17:33Z,jackpope,Remove forceConcurrentByDefaultForTesting flag
30428,2024-07-24T00:22:41Z,josephsavona,[compiler] Stop relying on identifier mutable ranges after constructing scopes
30431,2024-07-24T00:22:36Z,josephsavona,[compiler] repro of false positive for ValidatePreserveManualMemo
30399,2024-07-24T00:22:31Z,josephsavona,[compiler] Maintain RPO and unique instruction ids when constructing scope terminals
30398,2024-07-24T00:22:27Z,josephsavona,"[compiler] Flatten scopes based on fallthrough, not scope range"
30397,2024-07-24T00:22:21Z,josephsavona,[compiler] printTerminal always prints instruction id
30429,2024-07-23T22:49:42Z,sebmarkbage,[Fiber] Call life-cycles with a react-stack-bottom-frame stack frame
30427,2024-07-23T20:48:32Z,sebmarkbage,[Flight] Prefix owner stacks added to the console.log with the current stack
30435,2024-07-23T19:56:59Z,poteto,[compiler] Repro for interaction b/w outlining and idx
30434,2024-07-23T19:56:59Z,poteto,[compiler] Add babel-plugin-idx to snap
30433,2024-07-23T19:51:23Z,sebmarkbage,Transform JSX to Lazy Requires instead of Wrappers
30423,2024-07-23T18:24:40Z,mofeiZ,[compiler][eslint] remove compilationMode override; report bailouts on first line
30394,2024-07-23T18:24:38Z,mofeiZ,[compiler][repro] Test fixture for fbt whitespace bug
30372,2024-07-23T17:00:51Z,eps1lon,Log Fragment name when trying to render a lazy fragment
30422,2024-07-23T15:27:51Z,jackpope,Update yarn build options
30421,2024-07-22T23:16:13Z,kassens,[BE] switch to hermes parser for prettier
30416,2024-07-22T22:50:14Z,sebmarkbage, Reverse engineer original stack frames when virtual frames are re-serialized
30417,2024-07-22T22:49:44Z,sebmarkbage,[DevTools] Implement Owner Stacks
30420,2024-07-22T20:09:01Z,kassens,[BE] upgrade prettier to 3.3.3
30337,2024-07-22T18:10:08Z,kassens,Add _debugStack and _debugTask under enableObjectFiber flag
30343,2024-07-22T15:50:36Z,kassens,Set enableFastJSX flag to true
30410,2024-07-22T15:18:55Z,sebmarkbage,[Flight] Parse Stack on the Server and Transfer Structured Stack
30401,2024-07-22T15:03:15Z,sebmarkbage,[Flight] Normalize Stack Using Fake Evals
30369,2024-07-22T14:47:38Z,sebmarkbage,"Tag all user space call sites with the ""react-stack-bottom-frame"" name"
30400,2024-07-20T01:13:03Z,sebmarkbage,[Flight] Consistently flag debugOwner field
30395,2024-07-19T20:45:28Z,eps1lon,[test] Add `findSourceMapURL` to `ReactNoopFlightClient`
30393,2024-07-18T21:42:51Z,poteto,[ci] Update sizebot node_modules caching strategy
30391,2024-07-18T21:42:50Z,poteto,Add run prettier commit to .git-blame-ignore-revs
30392,2024-07-18T21:42:49Z,poteto,[ci] Fix sizebot job omitting build_and_lint dependency
30390,2024-07-18T21:42:48Z,poteto,[ci] Only run sizebot on pull requests
30205,2024-07-18T21:00:24Z,kassens,Compiler: unfork prettier config
30388,2024-07-18T20:41:30Z,poteto,[circleci] Inline scrape_warning_messages
30387,2024-07-18T20:41:29Z,poteto,[ci] Remove sizebot from circleci
30380,2024-07-18T20:41:28Z,poteto,[ci] Add sizebot to gh actions
30376,2024-07-18T20:41:27Z,poteto,[ci] Add script to download artifact from github
30375,2024-07-18T20:41:26Z,poteto,[ci] Use yargs to parse args to download-experimental-build
30374,2024-07-18T20:41:25Z,poteto,[ci] Fork scripts/release/download-experimental-build.js
30385,2024-07-18T20:41:24Z,poteto,[ci] Rename temporary build parts
30389,2024-07-18T20:18:40Z,mofeiZ,[compiler][patch] Don't wrap non-ascii fbt operands in JSXExpressionContainer
30386,2024-07-18T20:18:39Z,mofeiZ,[compiler][fixtures] Repro for fbt + non-ascii strings
30382,2024-07-18T20:18:38Z,mofeiZ,[compiler][patch] Fix jsx non-ascii regex pattern
30364,2024-07-18T15:53:07Z,poteto,[ci][ez] Rename artifact from process_artifacts_combined
30344,2024-07-17T01:22:31Z,josephsavona,"[compiler] Show outlined functions in logging, playground"
30332,2024-07-17T01:22:27Z,josephsavona,[compiler][be] Promote destructured params to temporaries
30331,2024-07-17T01:22:25Z,josephsavona,[compiler] General-purpose function outlining
30330,2024-07-17T01:22:21Z,josephsavona,[compiler] Refactor Program to use queue of functions to compile
30329,2024-07-17T01:22:17Z,josephsavona,[compiler] Fixture for function outlining
30328,2024-07-17T01:22:13Z,josephsavona,[compiler] Store babel scope on Environment
30345,2024-07-16T23:51:12Z,poteto,"fix(compiler): Align return types of `ErrImp<E>` and `OkImpl<T>` with `Result<T, E>` for TS 5.5"
30359,2024-07-16T19:49:10Z,poteto,[ci] Remove RELEASE_CHANNEL_stable_yarn_test_dom_fixtures from circleci
30358,2024-07-16T19:49:09Z,poteto,[ci] Add RELEASE_CHANNEL_stable_yarn_test_dom_fixtures to gh actions
30357,2024-07-16T19:49:08Z,poteto,[ci] Remove run_fixtures_flight_tests from circleci
30356,2024-07-16T19:49:07Z,poteto,[ci] Add run_fixtures_flight_tests to gh actions
30355,2024-07-16T19:48:29Z,poteto,[ci] Remove check_error_codes from circleci
30354,2024-07-16T19:48:27Z,poteto,[ci] Add check_error_codes to gh actions
30353,2024-07-16T19:48:26Z,poteto,[ci] Remove some circleci jobs
30352,2024-07-16T19:48:25Z,poteto,[ci] Remove DevTools jobs from circleci build_and_test
30349,2024-07-16T16:32:43Z,poteto,[ci] Try sharding test_build
30347,2024-07-16T16:32:42Z,poteto,[ci] Add DevTools jobs to gh actions
30340,2024-07-16T15:25:25Z,gnoff,[Fiber] Ensure `srcset` and `src` are assigned last on `img` instances
30333,2024-07-16T04:28:23Z,josephsavona,[compiler] Handle earlier creation of early return on scopes
30321,2024-07-16T04:27:27Z,josephsavona,[compiler] Fix mode for generating scopes for reassignments
30342,2024-07-15T21:56:10Z,mofeiZ,[compiler][eslint] Add donotuse flag for bailouts
30341,2024-07-15T21:56:09Z,mofeiZ,[compiler][ez] Upgrade babel generator version for playground
30336,2024-07-15T21:56:08Z,mofeiZ,[compiler][eslint] Use logger callback instead of exceptions to report eslint diagnostics
30335,2024-07-15T21:56:07Z,mofeiZ,[compiler][be] Fix lint violations in eslint-plugin
30339,2024-07-15T18:20:40Z,kassens,[native-fb] set disableDefaultPropsExceptForClasses flag to true
30325,2024-07-13T20:33:48Z,sebmarkbage,[Flight] Encode the name of a function as an object property
30327,2024-07-13T14:24:43Z,gnoff,[Fizz] correctly track header length
25968,2024-07-13T03:57:45Z,rickhanlonii,Fixed  `useSyncExternalStoreWithSelector` to update memoizedSnapshot on change
30326,2024-07-12T22:03:10Z,sebmarkbage,Add build-for-flight-dev script to package.json
30313,2024-07-12T18:39:38Z,sebmarkbage,Disable consoleWithStackDev Transform except in RN/WWW
30308,2024-07-12T17:02:22Z,sebmarkbage,Remove Component Stack from React Logged Warnings and Error Reporting
30324,2024-07-12T16:53:08Z,poteto,[ci] Combine Runtime workflows
30323,2024-07-12T16:53:07Z,poteto,[ci] Standardize node version and timezones
30322,2024-07-12T16:11:52Z,poteto,"[RN] Remove __EXPERIMENTAL__ from enableOwnerStacks, enableUseDeferredValueInitialArg"
30322,2024-07-12T16:11:52Z,poteto,"[RN] Remove __EXPERIMENTAL__ from enableOwnerStacks, enableUseDeferredValueInitialArg"
30169,2024-07-12T16:09:22Z,poteto,[ci] Add check_release_dependencies job
30072,2024-07-12T16:09:20Z,poteto,[ci] Add yarn_test_build job to gh actions
30073,2024-07-12T16:09:19Z,poteto,[ci] Add process_artifacts_combined job
30071,2024-07-12T16:09:18Z,poteto,[ci] Parallelize yarn build
30070,2024-07-12T16:09:17Z,poteto,[ci] Add yarn build gh action
30310,2024-07-11T22:44:50Z,sebmarkbage,Add FB RSC Entry for React Package
